,0,v1
4076,want final lunch today,ham
4078,u 2,ham
4079,free msg singl find partner area 1000 real peopl wait chat send chat 62220cncl send stopc 08717890890å 1 50 per msg,ham
4082,ask u knw nt may ur frnd classmat,ham
4083,drive rain get caught e mrt station lor,ham
4084,shore takin bu,spam
4086,love girl offic may wonder smile sore,spam
4087,plz note anyon call mobil co amp ask u type lt gt lt gt disconnect call coz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verifi cnn ibn,ham
4088,pl help tell sura expect batteri hont pl send messag download movi thank,ham
4089,ah poor babi hope urfeel bettersn luv probthat overdos work hey go care spk 2 u sn lot lovejen xxx,spam
4090,hey late amk need drink tea coffe,ham
4091,dude u knw also telugu tht gud k gud nyt,ham
4093,number sir,ham
4094,haha awesom omw back,ham
4095,hiya sorri hav signal seen heard neither unusu put case get sort hug snog,ham
4096,case wake wonder forgot take care someth grandma today done parad,ham
4097,plz tell an bslvyl sent via fullonsm com,ham
4098,r home come within 5 min,ham
4099,,ham
4100,yup hey one day fri ask miwa jiayin take leav go karaok,spam
4101,hi babi ive got back work want see u allday hope didnt piss u phone today u give call xxx,ham
4102,hey free call,spam
4103,urgent mobil award å 2 000 bonu caller prize 02 09 03 2nd attempt contact call 0871 872 9755 box95qu,ham
4104,abeg make profit start use get sponsor next event,ham
4105,dear 0776xxxxxxx u invit xchat final attempt contact u txt chat 86688 150p msgrcvdhg suite342 2land row w1j6hl ldn 18yr,ham
4106,offic na,spam
4107,mayb fat finger press button know,ham
4109,ha say read anyth way u seem like 2 judgement save friday pub,ham
4111,dont think turn like randomlli within 5min open,ham
4112,hi di yiju meet 7 pm esaplanad tonight,ham
4113,hungri,ham
4114,haf combin n c lor,ham
4115,everywher dirt floor window even shirt sometim open mouth come flow dream world without half chore time joy lot tv show see guess like thing must exist like rain hail mist time done becom one,ham
4116,imagin life without see fast u search worri l alway disturb u goodnoon,ham
4117,today vodafon number end 0089 last four digit select receiv å 350 award number match pleas call 09063442151 claim å 350 award,ham
4118,bill letter ûªm expect one orang ûªt bill may still say orang,ham
4119,ye pleas leav lt gt lt gt leav,ham
4120,home love still awak love kiss,ham
4123,uh head much left,ham
4124,wot u wanna missi,ham
4125,go write ccna exam week,spam
4126,co daddi arrang time c wat time fetch ì_ mah,ham
4127,room,ham
4128,buy,ham
4130,safe trip nigeria wish happi soon compani share moment,ham
4131,love u 2 littl poci bell sorri love u,ham
4132,start search get job day great potenti talent,spam
4133,nothin come mind ìï help buy hanger lor ur laptop heavi,ham
4134,uniqu enough find 30th august www areyouuniqu co uk,ham
4135,messag text miss sender name miss number miss sent date miss miss u lot that everyth miss sent via fullonsm com,ham
4136,wont anyth de,ham
4137,k u also dont msg repli msg,ham
4138,gal n boy walk park gal hold ur hand boy u think would run away gal jst wana c feel walk heaven princ gn,ham
4139,xclusiv clubsaisai 2morow 28 5 soire special zouk nichol pari free rose 2 ladi info 07946746291 07880867867,ham
4140,glad follow dream,ham
4141,shit realli shock scari cant imagin second def night u think somewher could crash night save taxi,ham
4142,welcom pleas repli age gender begin e g 24m,spam
4143,tri figur suppos see coupl differ peopl week said get togeth set date,ham
4144,work technic support voic process network field,ham
4145,told dr appt next week think gonna die told check noth worri listen,ham
4146,ok lor soni ericsson salesman ask shuhui say quit gd 2 use consid,ham
4148,free entri å 250 weekli comp send word win 80086 18 c www txttowin co uk,ham
4149,haha leg neck kill amigo hope end night burn think could swing like hour,ham
4150,shoot doc wait room,ham
4151,oh k watch,ham
4153,sorri din lock keypad,ham
4154,u wan 2 haf lunch da canteen,spam
4156,boy best get yo ass quick,ham
4157,dude im longer pisc im aquariu,ham
4158,,ham
4159,convey regard,ham
4162,lol differ go tri find everi real life photo ever took,ham
4163,geeeee love much bare stand,ham
4164,plan,spam
4165,gr8 see messag r u leav congrat dear school wat r ur plan,ham
4166,come round,ham
4167,sit ard noth lor u leh busi w work,spam
4168,buy blackberri bold 2 torch buy new use let know plu say buy lt gt g wifi ipad say lt gt g,ham
4169,filthi stori girl wait,ham
4170,wen get spiritu deep great,ham
4171,meant middl left right,ham
4172,txt call 86888 claim reward 3 hour talk time use phone subscribe6gbp mnth inc 3hr 16 stop txtstop www gamb tv,ham
4173,possess especi first offens,ham
4174,date two start sent text talk sport radio last week connect think coincid,ham
4175,k k also fine complet cours,ham
4176,didnt get anyth da,ham
4177,scream mean shout,ham
4178,hello sort town alreadi dont rush home eat nacho let know eta,ham
4179,good afternoon love goe day sleep hope well boytoy think,ham
4180,cocksuck make feel better ipad worthless garbag novelti item feel bad even want one,ham
4181,latest news polic station toilet stolen cop noth go,spam
4183,tb persolvo chase us sinc sept forå 38 definit pay thank inform ignor kath manchest,ham
4185,love want flood pretti pussi cum,ham
4186,ye princess toledo,ham
4187,chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,ham
4188,fishrman woke earli mrng dark wait amp found sack ful stone strtd throwin thm in2 sea 2 pass time atlast ju 1stone sun rose amp found tht r nt stone diamond moral dont wake earli mrng good night,ham
4189,sound great im go sleep good night,ham
4190,aiyo u poor thing u dun wan 2 eat u bath alreadi,ham
4191,none nowher ikno doesdiscount shitinnit,ham
4192,haha dinner cousin,ham
4193,hi wk ok hol ye bit run forgot hairdress appoint four need get home n shower beforehand caus prob u ham,ham
4194,messag brought gmw ltd connect,spam
4195,good morn pooki pie lol hope wake u,ham
4196,up 3day also ship compani take 2wk way usp take week get lag may bribe nipost get stuff,spam
4197,izzit still rain,spam
4198,come tomorrow di,spam
4199,marriag function,ham
4200,u laugh realli loud u talk spontan u dont care other feel u probabl dear amp best friend goodeven dear,ham
4201,ok u take shop u get paid,ham
4202,free game get rayman golf 4 free o2 game arcad 1st get ur game set repli post save activ8 press 0 key arcad termsappli,ham
4203,dizzamn aight ask suitem get back,ham
4204,sorri man stash ran dri last night pick sunday,spam
4206,nvm take ur time,ham
4207,u find sitter kaitlyn sick slept day yesterday,ham
4208,lov line hurt truth,ham
4209,hi babe u r like bed im sorri tonight realli wanna see u tomorrow call 9 love xxx,ham
4210,still otsid le u come 2morrow maga,ham
4212,hey doc pl want get nice shirt hubbi nice fite one budget lt gt k help pl load card abi hw keep post luv 2 mj,ham
4213,gonna way specif,ham
4214,lol gonna last month cash left lt gt case collect week caus announc blog,ham
4215,haha friend tyler liter ask could get dubsack,ham
4216,hi 2night ur lucki night uve invit 2 xchat uk wildest chat txt chat 86688 150p msgrcvdhg suite342 2land row w1j6hl ldn 18yr,ham
4217,much blackberri bold2 nigeria,ham
4218,boy late 2 home father power frndship,ham
4219,thought see,ham
4220,k sent,ham
4221,sorri got thing may pub later,ham
4222,luton 0125698789 ring ur around h,ham
4223,tiim let hug break tear,ham
4224,hi dear saw dear happi batteri low,ham
4225,ok lor thanx ìï school,ham
4226,nt drive even mani reason call bbd tht chikku hw abt dvg cold heard tht vinobanagar violenc hw condit hw ru problem,ham
4227,anyth lor juz us lor,ham
4229,howz person stori,ham
4230,ok omw castor,ham
4231,depend qualiti want type sent boy fade glori 6 want ralph mayb 2,ham
4232,super da good replac murali,ham
4233,think go finn come,ham
4234,tell think plu go stop run,spam
4235,like hotel dusk game think solv puzzl area thing,spam
4236,freemsg repli text randi sexi femal live local luv hear u netcollex ltd 08700621170150p per msg repli stop end,ham
4237,antha num corrct dane,ham
4238,tri make anoth butt,ham
4240,88800 89034 premium phone servic call 08718711108,ham
4241,much gave morn,spam
4242,er yep sure prop,ham
4243,simpl arithmet percentag,ham
4244,scienc tell chocol melt sunlight pleas walk sunlight bcoz want loss sweet friend,ham
4245,ok help ask work tmr,ham
4247,neva mind ok,spam
4248,sent maga money yesterday oh,ham
4249,carri disturb,ham
4252,urgent mobil number å 2000 bonu caller prize 10 06 03 2nd attempt reach call 09066368753 asap box 97n7qp 150ppm,ham
4254,nt goin got somethin unless meetin 4 dinner lor haha wonder go ti time,spam
4255,ok,ham
4256,anyth lor go go lor,spam
4257,peopl tour thought sofa thing sent curiou sugar,ham
4258,account refil success inr lt decim gt keralacircl prepaid account balanc rs lt decim gt transact id kr lt gt,ham
4259,seriou money base,ham
4260,match start india lt gt 2,ham
4261,hi mandi sullivan call hotmix fm chosen receiv å 5000 00 easter prize draw pleas telephon 09041940223 claim 29 03 05 prize transfer someon els,ham
4262,kind took garag centr part exhaust need replac part order n take fix tomo morn,ham
4263,test earlier appreci call tomorrow,ham
4265,k leav soon littl 9,ham
4266,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng,ham
4267,stop stori told return say order,ham
4268,bought test yesterday someth let know exact day u ovul get 2u 2 3wk pl pl dont fret know u r worri pl relax also anyth ur past histori u need tell,ham
4270,specialis work slave labor look month sha co shakara 4 beggar,spam
4272,û reassur crazi world,ham
4273,id onluy matter get offcampu,ham
4275,shit surpris went spent even french guy met town fool around bit let fuck,ham
4276,lunch come quickli open door,ham
4277,right meanwhil project twin comin,ham
4278,hey babe saw came onlin second disappear happen,spam
4279,call tell infront call,spam
4281,chosen receiv å 350 award pl call claim number 09066364311 collect award select receiv valu mobil custom,ham
4282,would smoke help us work difficult time,ham
4283,ee msg na poortiyagi odalebeku hanumanji 7 name 1 hanuman 2 bajarangabali 3 maruti 4 pavanaputra 5 sankatmochan 6 ramaduth 7 mahav ee 7 name lt gt janarig ivatt kalisidar next saturday olag ondu good news keluviri maretar ind 1 dodda problum nalli siguviri idu matra lt gt true neglet,ham
4284,well obvious peopl cool colleg life went home _,ham
4285,nobodi name peni girl name stori add,ham
4286,mon oki lor haha best cheap n gd food la ex oso oki depend whether wana eat western chines food den u prefer,ham
4287,well leav class babe never came back hope nice sleep love,ham
4289,sen told go join uncl financ cbe,ham
4290,guai ìï shd haf seen naughti ìï free today go jog,ham
4291,dear voucher holder 2 claim 1st class airport loung pass use holiday voucher call 08704439680 book quot 1st class x 2,ham
4297,sick needi want pout stomp feet pout stomp feet want slave want,spam
4298,cool text,ham
4299,enjoy jamster videosound gold club credit 2 new videosound 2 logo musicnew get fun jamster co uk 16 help call 09701213186,ham
4300,give someth drink take vomit temp might drop unmit howev let know,ham
4301,tough,ham
4302,hey go lo lesson gym,ham
4303,pick receipt someth earlier,ham
4304,mostli like,ham
4305,sm servic inclus text credit pl goto www comuk net login 3qxj9 unsubscrib stop extra charg help 08702840625 comuk 220 cm2 9ae,ham
4306,way put skip right outsid front hous see hous pull,ham
4307,meet u work tel shall work tomorrow,ham
4308,get garden readi summer free select summer bulb seed worth å 33 50 scotsman saturday stop go2 notxt co uk,ham
4309,miser tell u side effect birth control massiv gut wrench cramp first 2 month sleep last night,spam
4310,nice new shirt thing wear nudist theme _ mu,ham
4311,u talk bout earli morn almost noon,ham
4312,urgent mobil number award å 2000 prize guarante call 09061790121 land line claim 3030 valid 12hr 150ppm,ham
4313,urgent pleas call 09066612661 landlin complimentari 4 lux costa del sol holiday å 1000 cash await collect ppm 150 sae cs jame 28 eh74rr,ham
4314,free ring tone text poli 87131 everi week get new tone 0870737910216yr å 1 50 wk,ham
4316,free messag activ 500 free text messag repli messag word free term condit visit www 07781482378 com,ham
4317,thought prap meant anoth one goodo look tomorrow,ham
4318,helloooo wake sweet morn welcom enjoy day full joy gud mrng,ham
4319,eastend tv quiz flower dot compar violet e tulip f lili txt e f 84025 4 chanc 2 win å 100 cash wkent 150p16,ham
4320,oh ho first time u use type word,ham
4322,mani peopl seem special first sight remain special till last sight maintain till life end sh ja,ham
4324,lt gt w jetton ave forgot,ham
4325,thank fill complet calm reassur,ham
4326,gent tri contact last weekend draw show å 1000 prize guarante call 09064012160 claim code k52 valid 12hr 150ppm,ham
4327,u ûªve bin award å 50 play 4 instant cash call 08715203028 claim everi 9th player win min å 50 å 500 optout 08718727870,spam
4329,sorri call later,ham
4330,sday join train start today,ham
4332,new deu ex game comin earli next yr,ham
4334,man bu slow think gonna get,ham
4335,check nuerologist,ham
4337,howz pain come today said ystrday ice medicin,ham
4338,sport fan get latest sport news str 2 ur mobil 1 wk free plu free tone txt sport 8007 www getz co uk 0870141701216 norm 4txt 120p,ham
4341,come take littl time child afraid dark becom teenag want stay night,ham
4342,mm feel sleepi today shall get dear,ham
4344,carlo say pick later yeah set,ham
4345,left dessert u wan 2 go suntec look 4 u,ham
4346,laid airtel line rest,spam
4348,lyricalladi 21 f invit friend repli ye 910 910 see www sm ac u hmmross stop send stop frnd 62468,ham
